,Comment,timestamp,sentiment,sentiment_label,year_month,HF_Sentiment,HF_Score_Confidence
1351,Hillary Clinton plugging her book in the first 18 minutes lol,2016-09-29 07:58:29+00:00,0.4215,Positive,2016-09,NEGATIVE,0.9969484210014343
1352,Someone has been deleting  my comments,2016-09-29 07:29:50+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9994719624519348
1353,TRUMP=1   HILLARY=0,2016-09-29 03:22:52+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9991565942764282
1354,we have a choice not buying a product from another country.  This will bring job back to America.  Sometimes I could not even find a product that I need made in America.,2016-09-29 01:28:35+00:00,0.0,Neutral,2016-09,POSITIVE,0.966944694519043
1355,"Trump brags about not paying taxes so the rest of us can foot the bill -- says not paying taxes makes him'' smart ''. No, it sums him up as an asshole -- one who defies description.",2016-09-29 00:50:24+00:00,0.4019,Positive,2016-09,NEGATIVE,0.9993188381195068
1356,thank god we have an excellent prime minister Mr.Modi in india .. he will for sure nail anyone of these old people in near future // jai hind,2016-09-28 23:06:00+00:00,0.8625,Positive,2016-09,POSITIVE,0.9975716471672058
1357,"He never said anything about her looks, it was always her Stamina. Lester obviously got together with the Clinton campaign on that one.",2016-09-28 20:17:59+00:00,0.296,Positive,2016-09,POSITIVE,0.9947931170463562
1358,"8:10-8:20

Lmafo (: Xd ! 
Lol classic trump showing off his money and and father",2016-09-28 19:58:12+00:00,0.8777,Positive,2016-09,POSITIVE,0.9980961680412292
1359,*Laughs in European*,2016-09-28 18:04:08+00:00,0.4939,Positive,2016-09,POSITIVE,0.9942716360092163
1360,Watch at  0:35 as the camera angle changes to a view from behind the podiums.  See the screen light up on Hillarious's podium?,2016-09-28 17:12:42+00:00,0.0,Neutral,2016-09,POSITIVE,0.9949422478675842
1361,"Hillary Clinton - Secretary of State 2009-2012  While Clinton's tenure as Secretary of State, 2009-2012 Observers have noted that there was no signature diplomatic breakthrough during it nor any transformative domination of major issues. The intractable issues when she entered office, such as Iran, Pakistan, Arab-Israeli relations, and North Korea, were still that way when she left. Michael E. O'Hanlon, a Brookings Institution analyst.., said that, ""Even an admirer, such as myself, must acknowledge that few big problems were solved on her watch, few victories achieved nor has she made a major mark on high strategies on any of the big issues for the Obama administration. She's coming away with a reputation that put her almost above criticism.""",2016-09-28 16:42:37+00:00,-0.3556,Negative,2016-09,NEGATIVE,0.9953160285949707
1362,#Trump OWNED HER ALL NIGHT !! #HillarySucks - #Rehearsed #Condescending Cheap #Witch -,2016-09-28 14:50:26+00:00,-0.4738,Negative,2016-09,NEGATIVE,0.9993941783905029
1363,"#Trump Won ,..and his #polls only just keep going up - #DealWithit ,...",2016-09-28 09:48:22+00:00,0.5719,Positive,2016-09,POSITIVE,0.9984992742538452
1364,"IF you haven't been for Trump up until this debate , open your ear and listen and you soon will be !  Anyone having any common sense about security wouldn't have a personal email system at home taking care of government business with all the security that the government has .",2016-09-28 09:31:55+00:00,0.807,Positive,2016-09,POSITIVE,0.9970675110816956
1365,"How does she literally zone out for the entirety of Trumps talking. Like how do you negotiate when this woman only hears what she wants to hear. Seriously guys look to your wife, your girlfriends. What do you want for dinner? Do you really think a woman is the best candidate.",2016-09-28 07:36:13+00:00,0.743,Positive,2016-09,NEGATIVE,0.9994953870773315
1366,1:00:14 you should do adverts you will make more jobs,2016-09-28 07:27:10+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9984428286552429
1367,The race card for Obama's birth certificate? That's disgusting pandering.,2016-09-28 07:19:16+00:00,-0.5267,Negative,2016-09,NEGATIVE,0.9994612336158752
1368,The Don is  like the self-employed happy uncle you loved when he came to visit as a kid and as a grownup you want to have a drink with and some fun - she is like that aunt you want to go away and hide from.,2016-09-28 06:44:46+00:00,0.9413,Positive,2016-09,POSITIVE,0.9988214373588562
1369,even USA TV cut and edit the debate.....,2016-09-28 06:37:02+00:00,-0.2732,Negative,2016-09,NEGATIVE,0.9994263648986816
1370,84 million watched same number of natives killed by the u.s.a.,2016-09-28 06:21:53+00:00,-0.6369,Negative,2016-09,NEGATIVE,0.7698649764060974
1371,Trump a damn savage lmao,2016-09-28 05:07:02+00:00,-0.2023,Negative,2016-09,POSITIVE,0.9916965961456299
1372,Tell me this is a joke. and that what's going on in Syria is all a lie.. I'm scared for my son's future.,2016-09-28 04:37:20+00:00,-0.1779,Negative,2016-09,NEGATIVE,0.9991325736045837
1373,i dont vote for fallen angels from the pit of fuking hell bringing in a antichrist,2016-09-28 04:28:39+00:00,-0.8267,Negative,2016-09,NEGATIVE,0.999025821685791
1374,I think Donald wasn't tough on this debate- BRING ON THE Trump that we all know !!! Don't be nice Donald- Nice doesn't get the White House.,2016-09-28 03:56:18+00:00,0.4047,Positive,2016-09,NEGATIVE,0.9993582367897034
1375,THE WHOLE WORLD IS WATCHING:(,2016-09-28 03:35:19+00:00,0.0,Neutral,2016-09,POSITIVE,0.9921823143959045
1376,Hillary smirks the entire time that she's not talking.,2016-09-28 03:22:14+00:00,0.0,Neutral,2016-09,NEGATIVE,0.999504804611206
1377,teen Donald Trump 🙏🙏🙏🙏,2016-09-28 03:04:43+00:00,0.0,Neutral,2016-09,POSITIVE,0.9981812238693237
1378,"FACT: if there was a problem with Trump's taxes, the IRS would have him in handcuffs. He used the law to his advantage, just as most of us would do.",2016-09-28 03:04:13+00:00,-0.1779,Negative,2016-09,POSITIVE,0.9985527396202087
1379,Holt gave Clinton a pass on all questions yet pressed Trump 6 times. It was obvious Holt protected Clinton in this debate. Yet in the end the truth of Trump was loud and clear.,2016-09-28 02:24:05+00:00,0.7783,Positive,2016-09,NEGATIVE,0.9056296944618225
1380,I'm just curious of when he said wrong under his breath... time?,2016-09-28 02:15:18+00:00,-0.2023,Negative,2016-09,NEGATIVE,0.9989232420921326
1381,"Trump is saying  that china is printing money. How can this be since china's currency is pegged to the US currency??? 
Also something weird, he is saying that the US should devalue its currency. But he is also saying that Janet yellen  should increase interest rates.  
How can this be ? to increase interest rates you decrease the money supply and your interest rates will go up.  In turn, you will attract foreign investments and will Increase your domestic currency.",2016-09-28 02:00:26+00:00,0.9769,Positive,2016-09,NEGATIVE,0.9969252943992615
1382,"The powers that be are laughing their heads off right now. Lets look back to Bush jnr. At the time could you imagine a more unlikely person to be nominated to lead anything? Next along comes Obama. A black president, in the most racist country on the planet. A country that still utilizes slavery as a business model!
Now they are asking people to choose between Hillary and Donald. This pair must be two of most disgusting individuals on the planet.",2016-09-28 00:56:39+00:00,-0.8974,Negative,2016-09,NEGATIVE,0.9965127110481262
1383,OMG AT 1:02:15 IS THE BEST EVER GO THERE RIGHT NOW!!!!!!!!!!!!!!!,2016-09-27 23:35:50+00:00,0.7964,Positive,2016-09,POSITIVE,0.9986240863800049
1384,I can't believe people actually vote for her,2016-09-27 23:35:09+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9994290471076965
1385,HILLARY WORE A WIRE AND EARPIECE FOR DEBATE. SHE NEEDS TO BE FRISKED BEFORE NEXT DEBATE!!! check THIS OUT! https://www.facebook.com/recoil.dave/videos/1438100089551448/,2016-09-27 23:22:28+00:00,0.0,Neutral,2016-09,NEGATIVE,0.997361958026886
1386,Hillary did great!,2016-09-27 23:10:19+00:00,0.6588,Positive,2016-09,POSITIVE,0.9988436698913574
1387,HILLARY FOR PRISON 2016,2016-09-27 23:06:36+00:00,-0.6166,Negative,2016-09,POSITIVE,0.9790767431259155
1388,why has this video been edited? Some of the bigotry by trump was cut out. I watched the real thing on TV last night,2016-09-27 22:15:45+00:00,-0.2732,Negative,2016-09,NEGATIVE,0.999270498752594
1389,"Trump
wins",2016-09-27 22:05:33+00:00,0.5719,Positive,2016-09,POSITIVE,0.9987133741378784
1390,"Hillary, remember ur self proclaimed mentor Robert Byrd? He was a KKK recruiter! You support countries that believe oppressing and raping women is ok. They kill gay's, yet u support and take their money.  Still u want to try and call Trump a racist bigot? More left wing propaganda. Hillary you make me sick.",2016-09-27 21:39:54+00:00,-0.9434,Negative,2016-09,NEGATIVE,0.9992244243621826
1391,"I somewhat  hope Trump wins, so America learns its lesson. Seriously... What a shitshow",2016-09-27 21:18:07+00:00,0.6534,Positive,2016-09,NEGATIVE,0.9991773962974548
1392,"17:07 secs in and Trump is such a bully almost child like . Once again the one that yells the loudest is right and must be heard! Shame , I was vouching for him for still being around. He's DONE!",2016-09-27 20:46:25+00:00,-0.6871,Negative,2016-09,NEGATIVE,0.999495267868042
1393,@ 32 minutes - Trump's right.  You learn more from financial disclosure than from tax returns.,2016-09-27 20:36:08+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9983898401260376
1394,The difference between Hillary and the teacher on Charlie Brown is that I could actually understand the teacher.,2016-09-27 20:01:30+00:00,0.0,Neutral,2016-09,POSITIVE,0.9917106628417969
1395,"Wtf, is fox cutting out parts to make Trump look better? 12:40",2016-09-27 19:54:10+00:00,-0.34,Negative,2016-09,NEGATIVE,0.9993894100189209
1396,Her smile is so unnatural and disgusting!,2016-09-27 19:49:46+00:00,-0.3518,Negative,2016-09,NEGATIVE,0.9994940757751465
1397,I am sure thrump he will win this election,2016-09-27 19:46:34+00:00,0.7269,Positive,2016-09,POSITIVE,0.9968210458755493
1398,So happy to be Canadian :),2016-09-27 19:32:08+00:00,0.7902,Positive,2016-09,POSITIVE,0.9989151954650879
1399,"I'm not american but I think the whole world was expecting to watch this debate. I've lost my faith for politicians but I think every person with a little bit of intelligency and some common sense and also a bit of sense of humanity is compelled to pick a side here. Trump is an insult and you americans would be crazy to vote for him to be your president. All I see is a self centered individual who's priority is keeping save his interests in the near future and solidifying his power as an entrepreneur and the power of his  wealthy fellows.
The only concrete plan he talked about was to cut taxes to the already wealthy entrepreneurs and if that is a good plan.... well, I don't wanna know the rest.
I've heard like 20 times ""Law and order"" but he didn't elaborate any other plan of his.
Hillary is a lady and she is very elocuent and I would definitely vote for her. Unfortunately she also has a long history behind with ups and downs.
I had the impression that she could have gone more aggressively but she was just being extra careful not to unleash the b***h out of Trump.
That must be very frustrating!
but hey! she's all you've got!",2016-09-27 19:25:03+00:00,0.8956,Positive,2016-09,NEGATIVE,0.9991384744644165
1400,"It's not in this clip, but after the debate, the stone expressions on all the Trump kid's faces was pure contrast to Clinton's family.  And then he blamed the mic!  Sorry Don, it worked fine and caught all your sniffling and interrupting.",2016-09-27 19:06:47+00:00,-0.7574,Negative,2016-09,NEGATIVE,0.9981414079666138
1401,"Fact Check:
http://www.npr.org/2016/09/26/495115346/fact-check-first-presidential-debate?live=1",2016-09-27 19:04:43+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9882420897483826
1402,Who's won? Who's next? You decide!,2016-09-27 19:02:52+00:00,0.6544,Positive,2016-09,POSITIVE,0.9981546998023987
1403,"I've watched this three times now, studying Clinton and she's said absolutely nothing. It's all waffle and hot air, vague promises, with no meat on the bones, personal attacks and it terrifies me that this verbose and vacuous woman could actually run America without explaining one policy should terrify everybody. It's all tick box propaganda, I 'can't believe the American population keep falling for this twaffle.",2016-09-27 18:45:19+00:00,-0.9081,Negative,2016-09,NEGATIVE,0.9994813799858093
1404,"So, he will prevent the interest raise, and then give tax breaks to billioners (of'course, he will do it solely for his own sake) and make HIMSELF great again, refuse to raise the minimum wage (of'course, because he will not benefit from it), then he will go to Middle East and ""steal their oil"", and then (instead of communicating with different religious communities) he will continue his bigotry which will result in increased extremism in the US, because extremism on one side (from Trump in this case) incites more extremism on the other side (among the people who will be bullied by Trump). Finally, when he realizes that the presidency is not his playground, he will organize a beauty contest!",2016-09-27 18:31:31+00:00,0.3425,Positive,2016-09,NEGATIVE,0.9987799525260925
1405,"400 million people , the biggest military/economic power of the world and this is what you have to offer , two clowns fighting each others instead of figuring out real solutions to the problems of America and the world.",2016-09-27 18:25:21+00:00,-0.5423,Negative,2016-09,NEGATIVE,0.9993165731430054
1406,20:46 Owned,2016-09-27 18:19:15+00:00,0.0,Neutral,2016-09,NEGATIVE,0.8866866230964661
1407,TRUMP 2016.,2016-09-27 17:53:26+00:00,0.0,Neutral,2016-09,POSITIVE,0.9953403472900391
1408,Barry Goldwater- Hillary was for segregation,2016-09-27 17:50:19+00:00,0.0,Neutral,2016-09,NEGATIVE,0.995783805847168
1409,61% Trump -- 39% Clinton Final election results.,2016-09-27 17:48:32+00:00,0.0,Neutral,2016-09,POSITIVE,0.9975780844688416
1410,"(10:55) In 2006 Trump wanted the housing market to collapse: ""I sort of hope that happens, because then people like me would go in and buy like crazy, you can make a lot of money.""  The collapse left millions of people's livelihoods in shreds, and, in this debate, Trump's 'presidential' response to profiteering from millions of US civilian tragedies: ""That's called business, by the way."" 

(30:00) Trump believes that because he pays no tax (yup, he pays NO tax), that makes him ""smart."" 

(34:10) He justifies not paying any tax by claiming his tax dollars would only ""be squandered"". 

(1:09:05) Trump believes that the USA should have taken all of Iraq's oil, ""I've been saying for a long time... we should have taken the oil."" This would have been seen as an act of imperialist aggression, against which the free world would have been forced to act. Yup, the world would either have invoked sanctions against, or declared war upon the USA. 

(1:23:00) Trump invites China to invade North Korea. North Korea has both a nuclear capability and a mad leader. 

Is anybody actually listening to what this maniac is saying?",2016-09-27 17:31:16+00:00,-0.9575,Negative,2016-09,NEGATIVE,0.9992892742156982
1411,He won't spend 11 hours testifying ...he is not a criminal,2016-09-27 16:59:06+00:00,0.4168,Positive,2016-09,NEGATIVE,0.9957976341247559
1412,"I watched this as objectively as I could. As far as I could tell Hillary lost the first 24 minutes. What she needs to make Trump and wealthy people like Trump answer is this: even if wealthy corporations are given tax breaks for not shipping jobs overseas, are those corporations going to pay American workers fair workers with benefits once given tax incentives? It won't matter if jobs are not being shipped overseas but those corporations don't create NEW JOBS! The tax breaks for the companies won't matter if American workers are not given full-time hours, fair pay, and benefits because the company owners are buying yachts, private jets, strippers, third vacation homes, etc.

But folks saying Clinton lost this debate either didn't watch all of it or if they did they didn't process his answers well. Trump blew this debate. You don't win debates by agreeing with your opponent several times, which he did when it seemed he didn't know what else to say. Or he made bizarre comments, ""Could be Russia, could be China, could be some 400 pound guy on his computer?"" WTH?

Two, in terms of the airports being nicer in China. China is not exactly a great model of economic development for America to follow. The airport is newer at the expense of China's poorer citizens. That's common sense.

Three, it's abhorrent that he won't release his tax returns when he can under audit!  It's abhorrent that he brags about not paying federal taxes when if anyone else did that, they're wages would be garnished.

He admits to stiffing his contractors - he's stiffed his lawyers! - and brags about it during this debate. ""They didn't do a good job."" Hundreds of people, Trump? Yet, he will bring jobs to America. He hasn't even paid the people that put up his drapes in his buildings!

""Frisk and search"" was deemed unconstitutional and mostly Hispanics and blacks were targeted. Period. There are bad people in the Hispanic and Black community out there, just like there are in any community, and those individuals should be locked up, but every Black person in the Black community doesn't deserve to be frisked and search at a cop's will.

Hillary spoke of criminal justice reform. All Trump barked about was backing up the cops. All Black and Hispanic neighborhoods are not cesspools of crime and not all Black and Hispanic neighborhoods are as tragic as Trump are making them sound. For him to state that, it's racist and it gives Black people who go to work, go to school, buy their groceries, and mind their business sound like fictional characters. 

Also, Trump insults Hispanics too often. You can't insult the largest ethnic group in this country - Hispanics - and count on them to vote for in November. Doesn't work like that. And his assertion, ""I think I developed a very, very good relationship with the African-American community"" is laughable. Blacks are the second biggest minority group in this country and all but the most stalwart Black Republicans will be voting for Hillary this November. 

It is a mathematical certainty that Trump will lose the popular vote in November. His only shot may be the electoral college vote.",2016-09-27 16:40:20+00:00,-0.9739,Negative,2016-09,NEGATIVE,0.9993922710418701
1413,Cyber attacks would be a HUGE problem for Hillary since she likes using unsecured servers for classified government information. She says it will be a huge problem assuming that she will win.,2016-09-27 16:26:23+00:00,0.2577,Positive,2016-09,NEGATIVE,0.9989663362503052
1414,"Stop listening to these fools, start listening to Christopher bollyn and really WAKE UP!!",2016-09-27 16:08:14+00:00,-0.717,Negative,2016-09,NEGATIVE,0.9980467557907104
1415,If trump heavy breathes when he's talking one more time lol,2016-09-27 16:03:57+00:00,0.4728,Positive,2016-09,POSITIVE,0.8577086925506592
1416,"Trump needs power and money because his business went bad recently, that's why he has not released his tax return. His hope is becoming president by fooling some ignorant Americans",2016-09-27 15:49:38+00:00,-0.6597,Negative,2016-09,NEGATIVE,0.9985597729682922
1417,"All I heard was more of Hillary Clinton lying - when her lips move she is lying !
Hillary for PRISON",2016-09-27 15:38:45+00:00,-0.9027,Negative,2016-09,NEGATIVE,0.9995026588439941
1418,"Quips Trump MUST use in next debate....-That may fly in Benghazi, but not here, Hillary.-I'll smoke a cigar over that one, Hillary.-Why don't you email that one to the American people, Hillary.-That idea looks like a bouquet of flowers, but it really stinks.-Gee, Hillary, that idea really sound like genuine charity and caring.-There you go again, Hillary, stumbling over yourself.-Hillary, you're jumping around like a blooming kangaroo in Sydney.-There's an idea worth $750,000 on your husband's lecture circuit.-Quit trying to bleach what I'm saying, PLEASE!-America will have a woman President and I'll vote for her, but there's women and there's Medusa.-I guess there a point to your story Hillary, but I swear I'd need a monocle to see it.-I'll release my tax return when the IRS does and given that your biggest supporter, Obama is still President and we saw what the IRS did to the Tea Party, I promise the American people that I will release my tax returns the morning after you release the 30,0000 emails you destroyed.  If you didn't keep a copy ask Wikileaks for a copy before Nov. 2.-I will reinstate Glass-Steagall, the repeal of which  your husband failed to veto in 1999 opening the nation to the rape of the big banks and Wall Street and Greenspan's ""put"" which was a big ""POOT!"".  I'll turn back NAFTA and GATT which H. Ross Perot was absolutely correct in telling us was the giant sucking sound of our jobs flying essentially to slave states overseas and in Mexico, with the effects essentially covered over by the diversion of the sub-prime lending, housing bubble based on lunacy and all followed by a second good raping, the 2008 bailout.  You think the average America worker was responsible for the housing bubble?  They were too busy working and with too few resources to create that carrot-on-a-string.  We're both from New York where Tammany Hall flourished, and yes, businessmen snatch up broken dreams for resale, but this is the USA, Hillary, and the USA isn't for sale.  Hear me, now Hillary.  The USA IS NOT FOR SALE! We're talking about our home and I pledge my future as President to making America great again by plugging holes in our leaky roofs and our ship of state.",2016-09-27 15:38:17+00:00,0.9545,Positive,2016-09,NEGATIVE,0.9989079236984253
1419,"Trump debating, Hillary reading scripted propaganda from a sheet",2016-09-27 15:37:12+00:00,-0.25,Negative,2016-09,NEGATIVE,0.9994718432426453
1420,"Clinton for President? hell No. She killed our American Fellas in Benghazi Attack . We were there, I was there waiting for her order, She decided not to save our American Citizen. Shame on her. i'll vote for Trump.",2016-09-27 15:31:04+00:00,-0.9579,Negative,2016-09,NEGATIVE,0.9991286396980286
1421,"A big round of applause for our fellow citizen Alicia Machado, aka ""Miss Housekeeping"" to Donald Trump.  That comment pretty well sums up Trump's attitude toward women, Hispanics and people of color.
Trump should have been helped off the stage like a punch drunk boxer.",2016-09-27 15:19:22+00:00,0.765,Positive,2016-09,NEGATIVE,0.9972816705703735
1422,"Independent news media (who get their money from ads or donations) has shown the paper trail from CNN CBS ABC MSNBC WALL STREET JOURNAL ........ If a couple ( Husband/wife, gay couple) one works for the main stream media, TV NEWSPAPER MAGAZINES RADIO,  the other works directly for the DNC, Hillary Clinton Or/and President Obama.",2016-09-27 15:10:59+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9977903366088867
1423,Trump really can´t form a coherent thought can he? Geez.,2016-09-27 15:01:27+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9994990825653076
1424,"""I'll go one step further,"" 
""In Palm Beach, Florida . . ."" ""tough community"" 
""I opened a club, and really got great credit for it. No discrimination against African-Americans, against Muslims, against anybody. And it's a tremendously successful club, and I'm so glad I did it, and I have been given great credit for what I did. And I'm very, very proud of it. And that's the way I feel. That is the true way I feel.""

WTF.??????

I don't care for much about what they have to say, but i am listening.. I know what a child sound like when i hear one...
How is this a debate??? Aren't we talking about the presidency????
An Adult vs. A Toddler",2016-09-27 14:54:30+00:00,0.9321,Positive,2016-09,POSITIVE,0.9263995289802551
1425,Trump is God's trumpet to put America in its former glory...this is experience against theory....like choosing a professor for business financials....which one would you choose?,2016-09-27 14:51:29+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9954444169998169
1426,"Speaking bout ISIS, if the USA wouldnt engage Iraqi and killed Hussein there would not been an Iraq in distress and there would not have been an ISIS. Many parties told and proofed the USA Iraqi did not have weapons of massive destruction, after all those proofs they still engaged and Iraqi fell apart. Basicly former USA governments have created ISIS. Some countries like Iraqi cannot live in peace as democrats and freedom of speech, some countries should be led with a strong regime.",2016-09-27 14:32:20+00:00,0.3226,Positive,2016-09,NEGATIVE,0.9961332082748413
1427,"She is awfully robotic and unsympathetic. Calling him ""Donald"" just to provoke him is on a low level.",2016-09-27 14:32:05+00:00,-0.5859,Negative,2016-09,NEGATIVE,0.9994949102401733
1428,I don't know why I think of an ostrich every time I see Trump.,2016-09-27 14:24:14+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9994745850563049
1429,"TRUMP won easily. he should have brought up the Clinton foundation and Benghazi. also why was lester holt fact checking on trump?? isn't he just there to let them debate, not join in? what a mess of a debate.",2016-09-27 14:12:45+00:00,0.5027,Positive,2016-09,NEGATIVE,0.9991819262504578
1430,I'm concerned of the the retaliation of Hillary when Donald becomes President.  Her and her buddies will  lead the terrorists into the destruction of our nation.  Donald will have his hands full.  We will all need to be on alert for these deceitful politicians and their future actions from losing.,2016-09-27 14:01:54+00:00,-0.9022,Negative,2016-09,NEGATIVE,0.9965342283248901
1431,What has Trump done for the economy? His workers are picketing in AC. His clothes are made over seas.,2016-09-27 13:58:28+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9990870952606201
1432,Trump's 10 year old son will take care of the cyber attack that America is facing.,2016-09-27 13:55:29+00:00,0.0258,Neutral,2016-09,NEGATIVE,0.9972909092903137
1433,He basically destroyed her. God she is horrible irrensponsible politician who can't answer her own mistakes.,2016-09-27 13:46:26+00:00,-0.7964,Negative,2016-09,NEGATIVE,0.9994822144508362
1434,From what I saw last night at the debate Donald is still playing checkers while Hillary is playing master chest. Donald chocked on every questions and rambled on like lunatic. Not POTUS material by any stretch of the imagination.,2016-09-27 13:43:37+00:00,0.2263,Positive,2016-09,NEGATIVE,0.9995014667510986
1435,Clinton is going to Merkel the US if elected. Don't listen to the Muslim-collaborator media's lies. Vote Trump to restore American sovereignty and end the Muslim control of our government.,2016-09-27 13:34:46+00:00,-0.1531,Negative,2016-09,POSITIVE,0.9902018904685974
1436,"Omgosh I wish he would answer a QUESTION! He's LYING!! You can release your tax returns and I have a law degree! I don't know ANY, ANY lawyer that would say, don't follow the law! Every time he turns to bashing, bashing, bashing.. It's HILARIOUS! And I cannot believe how supporters are BUYING IT!! Do you know how much money Trump Owes?? Much, much more than he brings in! And he said, ""That makes me smart."" He said that about NOT paying taxes! Rewind people, listen!! He said him NO PAYING taxes means HE'S SMART! We pay , and pay and pay! Why doesn't he?!",2016-09-27 13:17:45+00:00,0.5109,Positive,2016-09,NEGATIVE,0.9994326233863831
1437,28:59 the face someone does when she's phucked,2016-09-27 13:08:25+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9984815716743469
1438,"THIS IS WHAT YOU DIDN'T SEE LAST NIGHT: (re-run the tape of the debate and compare Hillary's flickering speed of her eyes during the different periods of the debate!) The flickering of the first part while Trump spoke was slowed down intentionally and so badly controlled that looked totally faked. At moments her equilibrium seemed to be failing and her thought process vague and away from subjects. She had prepared for a few ""touch points"" and they sounded scripted and obviously fake just as her points of views. Her strategy wasn't to discuss policies that affect us as Americans but to do everything in her power to upset Donald Trump and to force him to the defensive so she could avoid her blames in almost every point discussed last night. She looked weak, low-energy but what's even worse FAKE!",2016-09-27 13:07:46+00:00,-0.9838,Negative,2016-09,NEGATIVE,0.9995055198669434
1439,alguien q lo pueda subir en español... por favor,2016-09-27 13:00:05+00:00,0.4019,Positive,2016-09,POSITIVE,0.9961832165718079
1440,"This is simple people, its all about who you are for, Trump = for America and the American people, Hillary = Globalist one wold order, take your pick",2016-09-27 12:59:46+00:00,0.0,Neutral,2016-09,POSITIVE,0.9940345883369446
1441,Does no one realize that Donald is going to get all of us killed?,2016-09-27 12:55:09+00:00,-0.7717,Negative,2016-09,NEGATIVE,0.9991580247879028
1442,"People are saying that Trump knows nothing, but after seeing this debate i feel like Trump is acting more maturely than Clinton. 
For jobs, cutting taxes and bringing companies back will work, especially when the big companies expand they will bring more job opportunities. But Clinton is focusing on the Middle Class but that's gonna be a long term policy but America cannot wait until that stage. 
Trump is more likely to lose the contention on race.",2016-09-27 12:36:14+00:00,0.651,Positive,2016-09,POSITIVE,0.9988628625869751
1443,"USA is going to burn, this will be amazing :D",2016-09-27 12:20:43+00:00,0.8331,Positive,2016-09,POSITIVE,0.9970237612724304
1444,Hillary for jail,2016-09-27 12:18:04+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9986048340797424
1445,...she's wearing the right color.,2016-09-27 12:13:59+00:00,0.0,Neutral,2016-09,POSITIVE,0.9971848130226135
1446,Hillary Clinton totally OWNED Donald Trump.   His inexperience as a political figure really showed. Maybe he will figure out how to control his emotions before the next debate.,2016-09-27 12:08:04+00:00,0.0,Neutral,2016-09,NEGATIVE,0.9988657236099243
1447,"I dont understand Americas war against ISIS, they are a bad group of people for sure but to constantly use it as a excuse for war is crazy,  when the real threat to Americans is themselves ! More people die daily by people shooting each other in America whith NO LINKS to ISIS. And just to compare the death rate of people killed by ISIS to people shot by American KIDS is crazy !!!",2016-09-27 12:06:30+00:00,-0.9916,Negative,2016-09,NEGATIVE,0.9993886947631836
1448,You can tell that evil woman is happy to have such a weak adversary in front of her...,2016-09-27 11:42:32+00:00,-0.6597,Negative,2016-09,POSITIVE,0.993678629398346
1449,She gain my vote,2016-09-27 11:40:36+00:00,0.5267,Positive,2016-09,POSITIVE,0.9984011054039001
1450,Secretary Clinton is so weak and dis-gusting,2016-09-27 11:38:10+00:00,-0.5777,Negative,2016-09,NEGATIVE,0.9994919300079346
1451,i feel like some of her answers were too rehearsed,2016-09-27 11:36:01+00:00,0.3612,Positive,2016-09,NEGATIVE,0.999494194984436
1452,"This is a person talking about Jobs in other countries yet many of his items, his clothing line are manufactured in china! he isn't the only one most items are not made in the USA and lets fact they don't care as long as they're getting a profit from it.",2016-09-27 11:35:50+00:00,0.1441,Positive,2016-09,NEGATIVE,0.9992276430130005
1453,Donald Trump is winner!!!!,2016-09-27 11:27:52+00:00,0.7156,Positive,2016-09,POSITIVE,0.9987525939941406
1454,I'd honestly have Mitt Romney to be president rn. Somebody get that man back,2016-09-27 11:26:38+00:00,0.4588,Positive,2016-09,NEGATIVE,0.9858642220497131
1455,"Hillary may be well rehearsed, but this is expected.. she lies, like other politicians that have been deceiving us for years... The reason people love Trump is cause he isn't ""with"" them, he has made that fact clear.  He is standing firm in a position he believes in, regardless of the criticisms he faces, following the larger truth.  I feel in this debate, there was much worthless nitpicking, taking away from what these concerns are.  Trump is right that Hilary will just continue with the same agenda as Obama, while Trump makes sense of whats really happening .. the ""wasteful"" spending .. I also see Trump as a deep thinker, so he can't just throw out responses quickly, but I believe he means what he says.. this is scary to think of the changes Trump will make, but longer we wait to make these changes, the worse off we'll be when we are finally forced to.  You all know that what Trump says is true, I think we've already waited so long that when these changes are made, it's going to be tough for a time, but it must be done.",2016-09-27 11:01:01+00:00,-0.7615,Negative,2016-09,POSITIVE,0.998805046081543
1456,Hillary for president,2016-09-27 10:43:24+00:00,0.0,Neutral,2016-09,POSITIVE,0.9945023059844971
1457,How much for my family? Lester how much? 😂😂😂,2016-09-27 10:39:31+00:00,0.8426,Positive,2016-09,POSITIVE,0.9985097050666809
1458,Trump all the way,2016-09-27 10:31:00+00:00,0.0,Neutral,2016-09,POSITIVE,0.9975409507751465
1459,"On the behalf of millions of European citizens, I would like to ask the voters of the United States to vote Trump for the sake of our civilization's future, and Make America Great Again.
#MAGA #TRUMP2016",2016-09-27 10:15:29+00:00,0.8555,Positive,2016-09,POSITIVE,0.998678982257843
